job_id,skills_required,experience_required
721,"Python, SQL, Data Analysis",10
722,"Java, JavaScript, Web Development",10
723,"C++, SQL, Machine Learning",12
724,"Python, Data Science, Statistics",4
725,"SQL, Database Management, Data Warehousing",8
726,"Python, SQL, Data Analysis",19
727,"Java, JavaScript, Web Development",9
728,"C++, SQL, Machine Learning",2
729,"Python, Data Science, Statistics",4
730,"SQL, Database Management, Data Warehousing",19
731,"Python, SQL, Data Analysis",18
732,"Java, JavaScript, Web Development",15
733,"C++, SQL, Machine Learning",11
734,"Python, Data Science, Statistics",11
735,"SQL, Database Management, Data Warehousing",12
736,"Python, SQL, Data Analysis",14
737,"Java, JavaScript, Web Development",15
738,"C++, SQL, Machine Learning",6
739,"Python, Data Science, Statistics",11
740,"SQL, Database Management, Data Warehousing",8
741,"Python, SQL, Data Analysis",18
742,"Java, JavaScript, Web Development",6
743,"C++, SQL, Machine Learning",7
744,"Python, Data Science, Statistics",12
745,"SQL, Database Management, Data Warehousing",12
746,"Python, SQL, Data Analysis",18
747,"Java, JavaScript, Web Development",19
748,"C++, SQL, Machine Learning",6
749,"Python, Data Science, Statistics",18
750,"SQL, Database Management, Data Warehousing",9
751,"Python, SQL, Data Analysis",18
752,"Java, JavaScript, Web Development",11
753,"C++, SQL, Machine Learning",8
754,"Python, Data Science, Statistics",12
755,"SQL, Database Management, Data Warehousing",15
756,"Python, SQL, Data Analysis",1
757,"Java, JavaScript, Web Development",2
758,"C++, SQL, Machine Learning",2
759,"Python, Data Science, Statistics",5
760,"SQL, Database Management, Data Warehousing",13
761,"Python, SQL, Data Analysis",9
762,"Java, JavaScript, Web Development",19
763,"C++, SQL, Machine Learning",13
764,"Python, Data Science, Statistics",4
765,"SQL, Database Management, Data Warehousing",11
766,"Python, SQL, Data Analysis",8
767,"Java, JavaScript, Web Development",15
768,"C++, SQL, Machine Learning",9
769,"Python, Data Science, Statistics",15
770,"SQL, Database Management, Data Warehousing",4
771,"Python, SQL, Data Analysis",4
772,"Java, JavaScript, Web Development",18
773,"C++, SQL, Machine Learning",13
774,"Python, Data Science, Statistics",14
775,"SQL, Database Management, Data Warehousing",8
776,"Python, SQL, Data Analysis",16
777,"Java, JavaScript, Web Development",15
778,"C++, SQL, Machine Learning",8
779,"Python, Data Science, Statistics",11
780,"SQL, Database Management, Data Warehousing",14
781,"Python, SQL, Data Analysis",19
782,"Java, JavaScript, Web Development",2
783,"C++, SQL, Machine Learning",12
784,"Python, Data Science, Statistics",19
785,"SQL, Database Management, Data Warehousing",15
786,"Python, SQL, Data Analysis",6
787,"Java, JavaScript, Web Development",9
788,"C++, SQL, Machine Learning",19
789,"Python, Data Science, Statistics",3
790,"SQL, Database Management, Data Warehousing",12
791,"Python, SQL, Data Analysis",13
792,"Java, JavaScript, Web Development",12
793,"C++, SQL, Machine Learning",9
794,"Python, Data Science, Statistics",5
795,"SQL, Database Management, Data Warehousing",18
796,"Python, SQL, Data Analysis",13
797,"Java, JavaScript, Web Development",18
798,"C++, SQL, Machine Learning",11
799,"Python, Data Science, Statistics",17
800,"SQL, Database Management, Data Warehousing",11
801,"Python, SQL, Data Analysis",12
802,"Java, JavaScript, Web Development",3
803,"C++, SQL, Machine Learning",11
804,"Python, Data Science, Statistics",13
805,"SQL, Database Management, Data Warehousing",18
806,"Python, SQL, Data Analysis",8
807,"Java, JavaScript, Web Development",17
808,"C++, SQL, Machine Learning",11
809,"Python, Data Science, Statistics",3
810,"SQL, Database Management, Data Warehousing",16
811,"Python, SQL, Data Analysis",12
812,"Java, JavaScript, Web Development",15
813,"C++, SQL, Machine Learning",10
814,"Python, Data Science, Statistics",4
815,"SQL, Database Management, Data Warehousing",17
816,"Python, SQL, Data Analysis",1
817,"Java, JavaScript, Web Development",14
818,"C++, SQL, Machine Learning",7
819,"Python, Data Science, Statistics",5
820,"SQL, Database Management, Data Warehousing",4
821,"Python, SQL, Data Analysis",18
822,"Java, JavaScript, Web Development",17
823,"C++, SQL, Machine Learning",8
824,"Python, Data Science, Statistics",12
825,"SQL, Database Management, Data Warehousing",3
826,"Python, SQL, Data Analysis",9
827,"Java, JavaScript, Web Development",9
828,"C++, SQL, Machine Learning",7
829,"Python, Data Science, Statistics",2
830,"SQL, Database Management, Data Warehousing",5
831,"Python, SQL, Data Analysis",12
832,"Java, JavaScript, Web Development",6
833,"C++, SQL, Machine Learning",8
834,"Python, Data Science, Statistics",11
835,"SQL, Database Management, Data Warehousing",10
836,"Python, SQL, Data Analysis",19
837,"Java, JavaScript, Web Development",6
838,"C++, SQL, Machine Learning",14
839,"Python, Data Science, Statistics",16
840,"SQL, Database Management, Data Warehousing",13
841,"Python, SQL, Data Analysis",12
842,"Java, JavaScript, Web Development",1
843,"C++, SQL, Machine Learning",15
844,"Python, Data Science, Statistics",8
845,"SQL, Database Management, Data Warehousing",1
846,"Python, SQL, Data Analysis",2
847,"Java, JavaScript, Web Development",16
848,"C++, SQL, Machine Learning",14
849,"Python, Data Science, Statistics",12
850,"SQL, Database Management, Data Warehousing",16
851,"Python, SQL, Data Analysis",5
852,"Java, JavaScript, Web Development",11
853,"C++, SQL, Machine Learning",8
854,"Python, Data Science, Statistics",11
855,"SQL, Database Management, Data Warehousing",12
856,"Python, SQL, Data Analysis",1
857,"Java, JavaScript, Web Development",18
858,"C++, SQL, Machine Learning",13
859,"Python, Data Science, Statistics",12
860,"SQL, Database Management, Data Warehousing",16
861,"Python, SQL, Data Analysis",3
862,"Java, JavaScript, Web Development",3
863,"C++, SQL, Machine Learning",11
864,"Python, Data Science, Statistics",5
865,"SQL, Database Management, Data Warehousing",5
866,"Python, SQL, Data Analysis",13
867,"Java, JavaScript, Web Development",18
868,"C++, SQL, Machine Learning",17
869,"Python, Data Science, Statistics",16
870,"SQL, Database Management, Data Warehousing",7
871,"Python, SQL, Data Analysis",7
872,"Java, JavaScript, Web Development",17
873,"C++, SQL, Machine Learning",10
874,"Python, Data Science, Statistics",14
875,"SQL, Database Management, Data Warehousing",10
876,"Python, SQL, Data Analysis",3
877,"Java, JavaScript, Web Development",10
878,"C++, SQL, Machine Learning",15
879,"Python, Data Science, Statistics",5
880,"SQL, Database Management, Data Warehousing",1
881,"Python, SQL, Data Analysis",11
882,"Java, JavaScript, Web Development",14
883,"C++, SQL, Machine Learning",12
884,"Python, Data Science, Statistics",3
885,"SQL, Database Management, Data Warehousing",6
886,"Python, SQL, Data Analysis",8
887,"Java, JavaScript, Web Development",18
888,"C++, SQL, Machine Learning",4
889,"Python, Data Science, Statistics",16
890,"SQL, Database Management, Data Warehousing",3
891,"Python, SQL, Data Analysis",17
892,"Java, JavaScript, Web Development",19
893,"C++, SQL, Machine Learning",19
894,"Python, Data Science, Statistics",11
895,"SQL, Database Management, Data Warehousing",19
896,"Python, SQL, Data Analysis",4
897,"Java, JavaScript, Web Development",18
898,"C++, SQL, Machine Learning",8
899,"Python, Data Science, Statistics",11
900,"SQL, Database Management, Data Warehousing",15
901,"Python, SQL, Data Analysis",6
902,"Java, JavaScript, Web Development",12
903,"C++, SQL, Machine Learning",11
904,"Python, Data Science, Statistics",11
905,"SQL, Database Management, Data Warehousing",10
906,"Python, SQL, Data Analysis",4
907,"Java, JavaScript, Web Development",12
908,"C++, SQL, Machine Learning",1
909,"Python, Data Science, Statistics",7
910,"SQL, Database Management, Data Warehousing",2
911,"Python, SQL, Data Analysis",13
912,"Java, JavaScript, Web Development",10
913,"C++, SQL, Machine Learning",12
914,"Python, Data Science, Statistics",4
915,"SQL, Database Management, Data Warehousing",10
916,"Python, SQL, Data Analysis",9
917,"Java, JavaScript, Web Development",9
918,"C++, SQL, Machine Learning",10
919,"Python, Data Science, Statistics",14
920,"SQL, Database Management, Data Warehousing",16
921,"Python, SQL, Data Analysis",16
922,"Java, JavaScript, Web Development",5
923,"C++, SQL, Machine Learning",2
924,"Python, Data Science, Statistics",6
925,"SQL, Database Management, Data Warehousing",11
926,"Python, SQL, Data Analysis",1
927,"Java, JavaScript, Web Development",7
928,"C++, SQL, Machine Learning",4
929,"Python, Data Science, Statistics",17
930,"SQL, Database Management, Data Warehousing",4
931,"Python, SQL, Data Analysis",7
932,"Java, JavaScript, Web Development",10
933,"C++, SQL, Machine Learning",6
934,"Python, Data Science, Statistics",12
935,"SQL, Database Management, Data Warehousing",18
936,"Python, SQL, Data Analysis",12
937,"Java, JavaScript, Web Development",4
938,"C++, SQL, Machine Learning",15
939,"Python, Data Science, Statistics",15
940,"SQL, Database Management, Data Warehousing",17
941,"Python, SQL, Data Analysis",4
942,"Java, JavaScript, Web Development",7
943,"C++, SQL, Machine Learning",12
944,"Python, Data Science, Statistics",7
945,"SQL, Database Management, Data Warehousing",3
946,"Python, SQL, Data Analysis",1
947,"Java, JavaScript, Web Development",2
948,"C++, SQL, Machine Learning",5
949,"Python, Data Science, Statistics",14
950,"SQL, Database Management, Data Warehousing",9
951,"Python, SQL, Data Analysis",8
952,"Java, JavaScript, Web Development",18
953,"C++, SQL, Machine Learning",9
954,"Python, Data Science, Statistics",6
955,"SQL, Database Management, Data Warehousing",2
956,"Python, SQL, Data Analysis",19
957,"Java, JavaScript, Web Development",11
958,"C++, SQL, Machine Learning",12
959,"Python, Data Science, Statistics",8
960,"SQL, Database Management, Data Warehousing",11
961,"Python, SQL, Data Analysis",8
962,"Java, JavaScript, Web Development",13
963,"C++, SQL, Machine Learning",14
964,"Python, Data Science, Statistics",11
965,"SQL, Database Management, Data Warehousing",4
966,"Python, SQL, Data Analysis",18
967,"Java, JavaScript, Web Development",6
968,"C++, SQL, Machine Learning",2
969,"Python, Data Science, Statistics",13
970,"SQL, Database Management, Data Warehousing",8
971,"Python, SQL, Data Analysis",6
972,"Java, JavaScript, Web Development",3
973,"C++, SQL, Machine Learning",17
974,"Python, Data Science, Statistics",14
975,"SQL, Database Management, Data Warehousing",9
976,"Python, SQL, Data Analysis",8
977,"Java, JavaScript, Web Development",2
978,"C++, SQL, Machine Learning",2
979,"Python, Data Science, Statistics",2
980,"SQL, Database Management, Data Warehousing",10
981,"Python, SQL, Data Analysis",5
982,"Java, JavaScript, Web Development",7
983,"C++, SQL, Machine Learning",2
984,"Python, Data Science, Statistics",19
985,"SQL, Database Management, Data Warehousing",11
986,"Python, SQL, Data Analysis",16
987,"Java, JavaScript, Web Development",4
988,"C++, SQL, Machine Learning",19
989,"Python, Data Science, Statistics",7
990,"SQL, Database Management, Data Warehousing",1
991,"Python, SQL, Data Analysis",15
992,"Java, JavaScript, Web Development",4
993,"C++, SQL, Machine Learning",6
994,"Python, Data Science, Statistics",8
995,"SQL, Database Management, Data Warehousing",17
996,"Python, SQL, Data Analysis",12
997,"Java, JavaScript, Web Development",12
998,"C++, SQL, Machine Learning",13
999,"Python, Data Science, Statistics",3
1000,"SQL, Database Management, Data Warehousing",6
