user_id,skills,experience_years
721,"Python, SQL, Data Analysis",13
722,"Java, JavaScript, Web Development",6
723,"C++, SQL, Machine Learning",12
724,"Python, Data Science, Statistics",4
725,"SQL, Database Management, Data Warehousing",9
726,"Python, SQL, Data Analysis",7
727,"Java, JavaScript, Web Development",5
728,"C++, SQL, Machine Learning",7
729,"Python, Data Science, Statistics",13
730,"SQL, Database Management, Data Warehousing",4
731,"Python, SQL, Data Analysis",7
732,"Java, JavaScript, Web Development",3
733,"C++, SQL, Machine Learning",13
734,"Python, Data Science, Statistics",13
735,"SQL, Database Management, Data Warehousing",7
736,"Python, SQL, Data Analysis",6
737,"Java, JavaScript, Web Development",12
738,"C++, SQL, Machine Learning",6
739,"Python, Data Science, Statistics",14
740,"SQL, Database Management, Data Warehousing",10
741,"Python, SQL, Data Analysis",5
742,"Java, JavaScript, Web Development",7
743,"C++, SQL, Machine Learning",14
744,"Python, Data Science, Statistics",6
745,"SQL, Database Management, Data Warehousing",12
746,"Python, SQL, Data Analysis",2
747,"Java, JavaScript, Web Development",4
748,"C++, SQL, Machine Learning",14
749,"Python, Data Science, Statistics",4
750,"SQL, Database Management, Data Warehousing",11
751,"Python, SQL, Data Analysis",9
752,"Java, JavaScript, Web Development",10
753,"C++, SQL, Machine Learning",6
754,"Python, Data Science, Statistics",14
755,"SQL, Database Management, Data Warehousing",6
756,"Python, SQL, Data Analysis",7
757,"Java, JavaScript, Web Development",1
758,"C++, SQL, Machine Learning",10
759,"Python, Data Science, Statistics",8
760,"SQL, Database Management, Data Warehousing",6
761,"Python, SQL, Data Analysis",2
762,"Java, JavaScript, Web Development",6
763,"C++, SQL, Machine Learning",7
764,"Python, Data Science, Statistics",13
765,"SQL, Database Management, Data Warehousing",11
766,"Python, SQL, Data Analysis",11
767,"Java, JavaScript, Web Development",12
768,"C++, SQL, Machine Learning",7
769,"Python, Data Science, Statistics",9
770,"SQL, Database Management, Data Warehousing",8
771,"Python, SQL, Data Analysis",14
772,"Java, JavaScript, Web Development",6
773,"C++, SQL, Machine Learning",12
774,"Python, Data Science, Statistics",11
775,"SQL, Database Management, Data Warehousing",4
776,"Python, SQL, Data Analysis",11
777,"Java, JavaScript, Web Development",3
778,"C++, SQL, Machine Learning",10
779,"Python, Data Science, Statistics",12
780,"SQL, Database Management, Data Warehousing",10
781,"Python, SQL, Data Analysis",4
782,"Java, JavaScript, Web Development",14
783,"C++, SQL, Machine Learning",3
784,"Python, Data Science, Statistics",6
785,"SQL, Database Management, Data Warehousing",11
786,"Python, SQL, Data Analysis",5
787,"Java, JavaScript, Web Development",2
788,"C++, SQL, Machine Learning",6
789,"Python, Data Science, Statistics",9
790,"SQL, Database Management, Data Warehousing",4
791,"Python, SQL, Data Analysis",6
792,"Java, JavaScript, Web Development",9
793,"C++, SQL, Machine Learning",5
794,"Python, Data Science, Statistics",11
795,"SQL, Database Management, Data Warehousing",2
796,"Python, SQL, Data Analysis",8
797,"Java, JavaScript, Web Development",9
798,"C++, SQL, Machine Learning",2
799,"Python, Data Science, Statistics",3
800,"SQL, Database Management, Data Warehousing",2
801,"Python, SQL, Data Analysis",2
802,"Java, JavaScript, Web Development",8
803,"C++, SQL, Machine Learning",6
804,"Python, Data Science, Statistics",12
805,"SQL, Database Management, Data Warehousing",1
806,"Python, SQL, Data Analysis",5
807,"Java, JavaScript, Web Development",2
808,"C++, SQL, Machine Learning",2
809,"Python, Data Science, Statistics",14
810,"SQL, Database Management, Data Warehousing",13
811,"Python, SQL, Data Analysis",7
812,"Java, JavaScript, Web Development",7
813,"C++, SQL, Machine Learning",1
814,"Python, Data Science, Statistics",3
815,"SQL, Database Management, Data Warehousing",4
816,"Python, SQL, Data Analysis",8
817,"Java, JavaScript, Web Development",13
818,"C++, SQL, Machine Learning",10
819,"Python, Data Science, Statistics",3
820,"SQL, Database Management, Data Warehousing",12
821,"Python, SQL, Data Analysis",5
822,"Java, JavaScript, Web Development",10
823,"C++, SQL, Machine Learning",1
824,"Python, Data Science, Statistics",13
825,"SQL, Database Management, Data Warehousing",7
826,"Python, SQL, Data Analysis",10
827,"Java, JavaScript, Web Development",3
828,"C++, SQL, Machine Learning",5
829,"Python, Data Science, Statistics",8
830,"SQL, Database Management, Data Warehousing",4
831,"Python, SQL, Data Analysis",1
832,"Java, JavaScript, Web Development",13
833,"C++, SQL, Machine Learning",6
834,"Python, Data Science, Statistics",5
835,"SQL, Database Management, Data Warehousing",14
836,"Python, SQL, Data Analysis",1
837,"Java, JavaScript, Web Development",14
838,"C++, SQL, Machine Learning",3
839,"Python, Data Science, Statistics",4
840,"SQL, Database Management, Data Warehousing",2
841,"Python, SQL, Data Analysis",8
842,"Java, JavaScript, Web Development",11
843,"C++, SQL, Machine Learning",2
844,"Python, Data Science, Statistics",14
845,"SQL, Database Management, Data Warehousing",4
846,"Python, SQL, Data Analysis",11
847,"Java, JavaScript, Web Development",5
848,"C++, SQL, Machine Learning",11
849,"Python, Data Science, Statistics",2
850,"SQL, Database Management, Data Warehousing",8
851,"Python, SQL, Data Analysis",5
852,"Java, JavaScript, Web Development",1
853,"C++, SQL, Machine Learning",11
854,"Python, Data Science, Statistics",3
855,"SQL, Database Management, Data Warehousing",13
856,"Python, SQL, Data Analysis",11
857,"Java, JavaScript, Web Development",8
858,"C++, SQL, Machine Learning",5
859,"Python, Data Science, Statistics",1
860,"SQL, Database Management, Data Warehousing",3
861,"Python, SQL, Data Analysis",7
862,"Java, JavaScript, Web Development",10
863,"C++, SQL, Machine Learning",3
864,"Python, Data Science, Statistics",5
865,"SQL, Database Management, Data Warehousing",13
866,"Python, SQL, Data Analysis",10
867,"Java, JavaScript, Web Development",10
868,"C++, SQL, Machine Learning",13
869,"Python, Data Science, Statistics",6
870,"SQL, Database Management, Data Warehousing",5
871,"Python, SQL, Data Analysis",11
872,"Java, JavaScript, Web Development",5
873,"C++, SQL, Machine Learning",10
874,"Python, Data Science, Statistics",11
875,"SQL, Database Management, Data Warehousing",13
876,"Python, SQL, Data Analysis",9
877,"Java, JavaScript, Web Development",2
878,"C++, SQL, Machine Learning",6
879,"Python, Data Science, Statistics",8
880,"SQL, Database Management, Data Warehousing",1
881,"Python, SQL, Data Analysis",11
882,"Java, JavaScript, Web Development",2
883,"C++, SQL, Machine Learning",11
884,"Python, Data Science, Statistics",4
885,"SQL, Database Management, Data Warehousing",10
886,"Python, SQL, Data Analysis",3
887,"Java, JavaScript, Web Development",9
888,"C++, SQL, Machine Learning",3
889,"Python, Data Science, Statistics",5
890,"SQL, Database Management, Data Warehousing",13
891,"Python, SQL, Data Analysis",9
892,"Java, JavaScript, Web Development",3
893,"C++, SQL, Machine Learning",10
894,"Python, Data Science, Statistics",9
895,"SQL, Database Management, Data Warehousing",8
896,"Python, SQL, Data Analysis",11
897,"Java, JavaScript, Web Development",12
898,"C++, SQL, Machine Learning",13
899,"Python, Data Science, Statistics",9
900,"SQL, Database Management, Data Warehousing",3
901,"Python, SQL, Data Analysis",4
902,"Java, JavaScript, Web Development",13
903,"C++, SQL, Machine Learning",4
904,"Python, Data Science, Statistics",14
905,"SQL, Database Management, Data Warehousing",7
906,"Python, SQL, Data Analysis",1
907,"Java, JavaScript, Web Development",11
908,"C++, SQL, Machine Learning",4
909,"Python, Data Science, Statistics",7
910,"SQL, Database Management, Data Warehousing",12
911,"Python, SQL, Data Analysis",4
912,"Java, JavaScript, Web Development",10
913,"C++, SQL, Machine Learning",7
914,"Python, Data Science, Statistics",4
915,"SQL, Database Management, Data Warehousing",3
916,"Python, SQL, Data Analysis",3
917,"Java, JavaScript, Web Development",3
918,"C++, SQL, Machine Learning",7
919,"Python, Data Science, Statistics",5
920,"SQL, Database Management, Data Warehousing",12
921,"Python, SQL, Data Analysis",7
922,"Java, JavaScript, Web Development",1
923,"C++, SQL, Machine Learning",5
924,"Python, Data Science, Statistics",14
925,"SQL, Database Management, Data Warehousing",10
926,"Python, SQL, Data Analysis",3
927,"Java, JavaScript, Web Development",2
928,"C++, SQL, Machine Learning",13
929,"Python, Data Science, Statistics",7
930,"SQL, Database Management, Data Warehousing",2
931,"Python, SQL, Data Analysis",8
932,"Java, JavaScript, Web Development",13
933,"C++, SQL, Machine Learning",6
934,"Python, Data Science, Statistics",7
935,"SQL, Database Management, Data Warehousing",2
936,"Python, SQL, Data Analysis",11
937,"Java, JavaScript, Web Development",7
938,"C++, SQL, Machine Learning",14
939,"Python, Data Science, Statistics",7
940,"SQL, Database Management, Data Warehousing",7
941,"Python, SQL, Data Analysis",7
942,"Java, JavaScript, Web Development",12
943,"C++, SQL, Machine Learning",3
944,"Python, Data Science, Statistics",6
945,"SQL, Database Management, Data Warehousing",3
946,"Python, SQL, Data Analysis",3
947,"Java, JavaScript, Web Development",4
948,"C++, SQL, Machine Learning",3
949,"Python, Data Science, Statistics",13
950,"SQL, Database Management, Data Warehousing",14
951,"Python, SQL, Data Analysis",10
952,"Java, JavaScript, Web Development",4
953,"C++, SQL, Machine Learning",9
954,"Python, Data Science, Statistics",6
955,"SQL, Database Management, Data Warehousing",5
956,"Python, SQL, Data Analysis",6
957,"Java, JavaScript, Web Development",12
958,"C++, SQL, Machine Learning",2
959,"Python, Data Science, Statistics",12
960,"SQL, Database Management, Data Warehousing",13
961,"Python, SQL, Data Analysis",13
962,"Java, JavaScript, Web Development",6
963,"C++, SQL, Machine Learning",9
964,"Python, Data Science, Statistics",3
965,"SQL, Database Management, Data Warehousing",10
966,"Python, SQL, Data Analysis",14
967,"Java, JavaScript, Web Development",13
968,"C++, SQL, Machine Learning",13
969,"Python, Data Science, Statistics",10
970,"SQL, Database Management, Data Warehousing",6
971,"Python, SQL, Data Analysis",7
972,"Java, JavaScript, Web Development",5
973,"C++, SQL, Machine Learning",1
974,"Python, Data Science, Statistics",9
975,"SQL, Database Management, Data Warehousing",11
976,"Python, SQL, Data Analysis",6
977,"Java, JavaScript, Web Development",6
978,"C++, SQL, Machine Learning",6
979,"Python, Data Science, Statistics",12
980,"SQL, Database Management, Data Warehousing",2
981,"Python, SQL, Data Analysis",1
982,"Java, JavaScript, Web Development",1
983,"C++, SQL, Machine Learning",1
984,"Python, Data Science, Statistics",1
985,"SQL, Database Management, Data Warehousing",11
986,"Python, SQL, Data Analysis",13
987,"Java, JavaScript, Web Development",14
988,"C++, SQL, Machine Learning",1
989,"Python, Data Science, Statistics",14
990,"SQL, Database Management, Data Warehousing",11
991,"Python, SQL, Data Analysis",8
992,"Java, JavaScript, Web Development",7
993,"C++, SQL, Machine Learning",4
994,"Python, Data Science, Statistics",6
995,"SQL, Database Management, Data Warehousing",5
996,"Python, SQL, Data Analysis",4
997,"Java, JavaScript, Web Development",5
998,"C++, SQL, Machine Learning",6
999,"Python, Data Science, Statistics",13
1000,"SQL, Database Management, Data Warehousing",13
